City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
172,Madison,US,34.7334,-86.5667,74.86,72,75,4.0,broken clouds
174,Lenoir,US,35.2335,-77.6497,74.14,36,100,6.35,overcast clouds
175,Micco,US,27.8806,-80.5003,77.02,92,100,3.0,heavy intensity rain
177,Marquette,US,46.5333,-87.6335,67.44,88,100,3.91,overcast clouds
180,West Wendover,US,40.7391,-114.0733,63.59,57,68,6.93,broken clouds
181,Greenville,US,35.6127,-77.3663,72.14,82,0,3.44,clear sky
183,Redwater,US,33.3582,-94.2544,82.18,71,99,5.7,overcast clouds
184,Monroe,US,43.1501,-77.6831,70.02,91,92,2.44,overcast clouds
185,Rapid Valley,US,44.0625,-103.1463,71.73,53,0,6.91,clear sky
186,Winnemucca,US,40.973,-117.7357,74.03,10,100,14.2,overcast clouds
188,Coos Bay,US,43.3665,-124.2179,61.0,100,100,2.04,overcast clouds
189,Cheney,US,47.4874,-117.5758,68.0,36,100,11.5,overcast clouds
190,Hilton Head Island,US,32.2163,-80.7526,78.98,79,0,1.01,clear sky
191,Hamilton,US,39.1834,-84.5333,74.17,74,14,3.62,few clouds
192,Sturgis,US,41.7992,-85.4192,74.68,69,0,6.91,clear sky
193,Prescott,US,34.54,-112.4685,78.19,33,0,7.0,clear sky
194,South Lake Tahoe,US,38.9332,-119.9844,65.26,40,93,5.99,overcast clouds
196,Grand Island,US,40.925,-98.342,79.61,71,0,4.21,clear sky
198,Eureka,US,40.8021,-124.1637,66.67,75,100,3.0,overcast clouds
199,Destin,US,30.3935,-86.4958,81.97,80,49,4.74,scattered clouds
201,Grants Pass,US,42.439,-123.3284,68.83,46,100,4.61,overcast clouds
202,Bristol,US,41.8334,-71.1662,63.1,81,4,1.01,clear sky
203,Edgewater,US,28.9889,-80.9023,77.09,94,75,0.0,broken clouds
204,Clovis,US,36.8252,-119.7029,85.89,29,20,9.22,haze
206,New Ulm,US,44.3125,-94.4605,78.51,64,40,8.05,scattered clouds
208,Rolla,US,37.9514,-91.7713,76.21,60,0,8.05,clear sky
209,Biloxi,US,30.396,-88.8853,83.03,84,0,7.58,clear sky
211,Homer,US,59.6425,-151.5483,55.78,81,100,8.01,overcast clouds
212,Michigan City,US,41.7075,-86.895,75.99,68,0,4.61,clear sky
213,Los Alamos,US,35.8881,-106.307,74.01,23,0,8.05,clear sky
214,Fredericksburg,US,38.3032,-77.4605,69.73,76,0,3.44,clear sky
215,Washington,US,47.5001,-120.5015,67.19,37,100,2.71,overcast clouds
216,Salina,US,38.8403,-97.6114,91.53,35,40,20.71,thunderstorm
217,Klamath Falls,US,42.2249,-121.7817,62.87,61,100,5.01,overcast clouds
221,Colonial Heights,US,37.268,-77.4073,69.64,85,0,0.0,clear sky
223,Apple Valley,US,34.5008,-117.1859,77.79,32,0,16.73,clear sky
226,Gloversville,US,43.0528,-74.3438,61.92,92,0,3.44,clear sky
227,Hibbing,US,47.4272,-92.9377,67.35,69,75,4.61,broken clouds
228,Lebanon,US,36.2081,-86.2911,77.13,78,75,3.44,broken clouds
229,Douglas,US,41.3,-96.167,78.84,79,0,3.44,clear sky
231,Bemidji,US,47.4736,-94.8803,63.05,99,100,0.0,heavy intensity rain
233,Orangeburg,US,33.4918,-80.8557,70.92,89,0,6.46,clear sky
234,Brigantine,US,39.4101,-74.3646,73.02,74,3,5.01,clear sky
236,Payson,US,40.0444,-111.7321,76.03,36,40,1.99,scattered clouds
237,Brownsburg,US,39.8434,-86.3978,74.68,73,0,5.91,clear sky
238,Magalia,US,39.8121,-121.5783,68.31,49,100,3.0,overcast clouds
